;Produit;Prix 1;Prix 2;Prix 3;Prix 4;Prix 5;Prix 6;Prix 7;Prix 8;Prix 9;Prix 10;Prix 11;Prix 12
3062; ENDIVE Nord-Picardie cat.I colis 5kg (le kg) ;  ;  ;  ;  ;  ; 2.45; 1.40; 1.46; 1.28; 1.25; 1.60; 1.22
3063; ENDIVE Nord-Picardie extra colis 5kg (le kg) ; 1.95; 2.18; 2.05; 2.03; 2.42; 3.08; 1.60; 1.78; 1.59; 1.46; 1.83; 1.78
3064; ENDIVE Pays-Bas cat.I colis 5kg (le kg) ; 1.30; 1.55;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3065; ENDIVE France biologique (le kg) ; 5.54; 5.31;  ; 6.07; 5.79; 5.92; 5.91; 5.66; 4.66; 5.03; 5.61; 4.61
3066; ENDIVE U.E. biologique (le kg) ; 4.50; 4.87; 4.78; 4.72; 4.91; 5.05; 5.06; 4.67; 4.25; 4.07; 4.31;  
3067; ENDIVE France cat.I colis 5kg (le kg) ; 2.31; 2.46; 2.71; 2.68; 2.51; 3.51; 2.32; 2.23; 2.18; 1.94; 2.17; 2.20
3068; ENDIVE France biologique (le kg) ;  ;  ;  ;  ; 5.99; 6.08; 6.31; 6.11; 5.67; 5.78; 6.12; 5.80
3069; ENDIVE Belgique cat.I colis 5kg (le kg) ;  ;  ;  ; 1.63; 1.80;  ;  ;  ;  ;  ;  ;  
3070; ENDIVE France cat.I colis 5kg (le kg) ; 1.61; 2.04; 2.02; 2.11; 2.38; 2.84; 1.70; 1.71; 1.32; 1.39; 1.71; 1.94
3071; ENDIVE France biologique (le kg) ;  ;  ;  ;  ;  ; 9.04; 8.95; 9.16; 8.65; 8.59; 8.83; 8.36
3072; ENDIVE France sachet 1kg (le kg) ;  ;  ;  ;  ; 2.75; 3.42; 2.69; 2.41; 2.31; 2.09; 2.52; 2.86
3073; ENDIVE France vrac (le kg) ;  ;  ;  ;  ; 3.71; 4.23; 3.40; 3.17; 3.06; 2.81; 3.05; 3.31
3074; BASILIC France colis de 8 (les 10 pièces) ; 17.00; 15.70; 16.50;  ;  ;  ;  ;  ;  ;  ;  ;  
3075; BASILIC France colis de 8 (les 8 pièces) ;  ;  ;  ; 15.03; 12.82; 12.25;  ;  ; 1.77; 1.64; 12.82; 13.35
3076; BASILIC France avec racine botte (les 10 bottes) ; 8.50; 8.50; 8.50; 8.50;  ;  ;  ;  ;  ;  ;  ;  
3077; BASILIC France botte (les 10 bottes) ; 4.00; 4.00; 4.00; 4.00; 4.00; 4.00;  ;  ;  ;  ;  ; 4.75
3078; BASILIC Import botte (les 10 bottes) ; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30; 4.30
3079; POMME Gala Rhône-Alpes cat.I 150/180g (le kg) ;  ;  ; 1.13; 1.10;  ;  ;  ;  ;  ;  ;  ;  
3080; POMME Gala Rhône-Alpes cat.I 170/220g caisse litée (le kg) ;  ;  ; 1.23; 1.13; 1.10;  ;  ;  ;  ;  ;  ;  
3081; POMME Gala Rhône-Alpes cat.I 201/270g plateau 1rg (le kg) ;  ;  ; 1.50; 1.46;  ;  ;  ;  ;  ;  ;  ;  
3082; POMME Golden Rhône-Alpes cat.I 150/180g caisse litée (le kg) ;  ;  ;  ;  ;  ;  ;  ; 0.85; 0.90; 0.90; 0.90;  
3083; POMME Golden Rhône-Alpes cat.I 170/220g caisse litée (le kg) ;  ;  ;  ; 1.01; 0.99; 0.84; 0.86; 0.96; 1.00; 1.00; 1.00;  
3084; POMME Golden Rhône-Alpes cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ; 1.30; 1.21; 1.15; 1.19; 1.20; 1.20; 1.20; 1.20;  
3085; POMME Reine des reinettes Rhône-Alpes cat.I 150/180g (le kg) ;  ;  ;  ; 1.30; 1.30;  ;  ;  ;  ;  ;  ;  
3086; POMME Gala 136/200g caisse (le kg) ;  ;  ; 0.90; 0.90; 0.90; 0.90; 0.90; 0.90; 0.90; 0.90; 0.90;  
3087; POMME Gala Roussillon 170/220g (le kg) ;  ;  ; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10;  
3088; POMME Gala Roussillon 201/270g (le kg) ;  ;  ; 1.25; 1.25; 1.25; 1.25; 1.25; 1.25; 1.25; 1.25; 1.25;  
3089; POMME Golden Roussillon 170/220g (le kg) ;  ;  ;  ; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10;  
3090; POMME Golden Roussillon 201/270g (le kg) ;  ;  ;  ; 1.20; 1.20; 1.20; 1.20; 1.20; 1.20; 1.20; 1.20;  
3091; POMME Reine des reinettes 136/200g caisse (le kg) ;  ;  ; 0.90; 0.90; 0.90; 0.90; 0.90; 0.90; 0.90;  ;  ;  
3092; POMME Reine des reinettes Roussillon 170/220g (le kg) ;  ;  ; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10; 1.10;  ;  ;  
3093; POMME Reine des reinettes Roussillon 201/270g (le kg) ;  ;  ; 1.25; 1.25; 1.25; 1.25; 1.25; 1.25; 1.25;  ;  ;  
3094; POMME Belchard Sud-Ouest cat.I 115/150g caisse (le kg) ;  ;  ;  ;  ; 0.73;  ; 0.90; 1.15;  ; 1.10;  ;  
3095; POMME Belchard Sud-Ouest cat.I 170/220g caisse (le kg) ;  ;  ;  ; 1.15; 1.14; 1.10; 1.10; 1.16; 1.23;  ;  ;  
3096; POMME Fuji Sud-Ouest cat.I 136/200g caisse (le kg) ;  ;  ;  ;  ; 1.00; 1.00; 1.05; 0.97; 0.99;  ;  ;  
3097; POMME Gala Sud-Ouest cat.I 136/200g caisse (le kg) ;  ;  ; 1.01; 0.99; 0.95; 0.95; 0.93; 0.90; 0.90;  ;  ;  
3098; POMME Golden Sud-Ouest cat.I 136/200g caisse (le kg) ;  ;  ;  ; 1.00; 1.00; 1.00; 0.90; 0.90; 0.90;  ;  ;  
3099; POMME Reine des reinettes Sud-Ouest cat.I 115/135g caisse (le kg) ;  ;  ; 1.00; 1.00;  ;  ;  ;  ;  ;  ;  ;  
3100; POMME Reine des reinettes Sud-Ouest cat.I 136/200g caisse (le kg) ;  ;  ; 1.25; 1.30;  ;  ;  ;  ;  ;  ;  ;  
3101; POMME Reine des reinettes Sud-Ouest cat.I 190/240g caisse (le kg) ;  ;  ; 1.45;  ;  ;  ;  ;  ;  ;  ;  ;  
3102; POMME Reinette grise du Canada France 170/220g caisse (le kg) ;  ;  ;  ;  ; 1.00; 1.00; 0.97; 0.90; 0.93;  ;  ;  
3103; POMME Fuji Sud-Est +135g (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.00;  
3104; POMME Gala Sud-Est 136/200g (le kg) ;  ;  ;  ; 0.60; 0.60; 0.60; 0.60; 0.60;  ;  ; 0.60;  
3105; POMME Gala Sud-Est 150/180g (le kg) ;  ;  ; 0.90; 0.90; 0.90; 0.90; 0.86; 0.85;  ;  ; 0.85;  
3106; POMME Golden Sud-Est +135g (le kg) ;  ;  ;  ; 0.70; 0.72; 0.75; 0.75; 0.75; 0.75; 0.75; 0.75;  
3107; POMME Granny smith Sud-Est +135g (le kg) ;  ;  ;  ; 0.77; 0.77; 0.77; 0.77; 0.77;  ;  ; 0.77;  
3108; POMME Reinette grise du Canada Sud-Est +135g (le kg) ;  ;  ; 1.30; 1.20; 1.20; 1.07; 1.00; 1.00;  ;  ; 1.20;  
3109; POMME Akane Sud-Est 115/135g (le kg) ;  ;  ; 1.03;  ;  ;  ;  ;  ;  ;  ;  ;  
3110; POMME Akane Sud-Est +60mm (le kg) ;  ; 1.20;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3111; POMME Gala Sud-Est +135g (le kg) ;  ;  ; 0.73; 0.55; 0.60; 0.60;  ;  ;  ;  ;  ;  
3112; POMME Gala Sud-Est 201/270g plateau 1rg (le kg) ;  ;  ; 1.26; 1.22; 1.25; 1.25;  ;  ;  ;  ;  ;  
3113; POMME Golden Sud-Est +135g (le kg) ;  ;  ;  ; 0.56; 0.72; 0.86; 0.90;  ;  ;  ;  ;  
3114; POMME Granny smith Sud-Est +135g (le kg) ;  ;  ;  ; 0.50; 0.50; 0.50;  ;  ;  ;  ;  ;  
3115; POMME Granny smith Sud-Est 201/270g plateau 1rg (le kg) ;  ;  ;  ; 1.30; 1.30;  ;  ;  ;  ;  ;  ;  
3116; POMME Reine des reinettes Sud-Est +135g (le kg) ;  ;  ; 1.49; 1.07; 0.90;  ;  ;  ;  ;  ;  ;  
3117; POMME Reinette grise du Canada Sud-Est +135g (le kg) ;  ;  ; 0.95; 0.85; 0.85; 0.85;  ;  ;  ;  ;  ;  
3118; POMME Rouge americaine Sud-Est +135g (le kg) ;  ;  ;  ; 0.50; 0.50;  ;  ;  ;  ;  ;  ;  
3119; POMME Bertanne Sud-Ouest cat.I 170/220g plateau 2rg (le kg) ;  ;  ;  ;  ;  ; 1.30; 1.38;  ;  ;  ;  ;  
3120; POMME Chantecler Sud-Ouest cat.I 136/200g caisse (le kg) ;  ;  ;  ;  ; 1.00; 1.00; 1.00; 1.00; 1.00; 1.00;  ;  
3121; POMME Chantecler Sud-Ouest cat.I 170/220g plateau 2rg (le kg) ;  ;  ;  ;  ; 1.20; 1.20; 1.20; 1.25; 1.29; 1.30;  ;  
3122; POMME Chantecler Sud-Ouest cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.85; 1.80; 1.80; 1.80; 1.80;  ;  ;  
3123; POMME Fuji du Sud-Ouest cat.I 136/200g caisse (le kg) ;  ;  ;  ;  ;  ; 0.82; 0.85; 0.85; 0.89; 0.90;  ;  
3124; POMME Fuji du Sud-Ouest cat.I 170/220g plateau 2rg (le kg) ;  ;  ;  ;  ;  ; 1.20; 1.20; 1.20; 1.22; 1.32;  ;  
3125; POMME Fuji du Sud-Ouest cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.50; 1.50;  ; 1.70; 1.72;  ;  ;  
3126; POMME Gala du Sud-Ouest cat.I 136/200g caisse (le kg) ;  ;  ;  ; 0.78; 0.83; 0.82; 0.85; 0.85; 0.89; 0.90;  ;  
3127; POMME Gala Sud-Ouest cat.I 170/220g plateau 2rg (le kg) ;  ;  ;  ; 1.20; 1.20; 1.23; 1.25; 1.27; 1.38; 1.40;  ;  
3128; POMME Gala Sud-Ouest cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.60; 1.55; 1.60; 1.60; 1.60;  ;  ;  
3129; POMME Golden du Sud-Ouest cat.I 136/200g caisse (le kg) ;  ;  ;  ;  ; 0.80; 0.82; 0.85; 0.85; 0.89; 0.90;  ;  
3130; POMME Golden du Sud-Ouest cat.I 170/220g plateau 2rg (le kg) ;  ;  ;  ;  ; 1.20; 1.23; 1.25; 1.27; 1.30; 1.30;  ;  
3131; POMME Golden Sud-Ouest cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.50; 1.55; 1.60; 1.60; 1.60;  ;  ;  
3132; POMME Gala Rhône-Alpes cat.I 150/180g plateau 2rg (le kg) ;  ;  ;  ; 0.89; 0.87;  ;  ;  ;  ;  ;  ;  
3133; POMME Gala Rhône-Alpes cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ; 1.10; 1.10;  ;  ;  ;  ;  ;  ;  
3134; POMME Gala Rhône-Alpes cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ; 1.20; 1.20;  ;  ;  ;  ;  ;  ;  
3135; POMME Golden Rhône-Alpes cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.10;  ;  ;  ;  ;  ;  ;  
3136; POMME Golden Rhône-Alpes cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.25;  ;  ;  ;  ;  ;  ;  
3137; POMME Reinette grise du Canada Rhône-Alpes cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.50;  ;  ;  ;  ;  ;  ;  
3138; POMME Reinette grise du Canada Rhône-Alpes cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.60;  ;  ;  ;  ;  ;  ;  
3139; POMME Gala IGP Savoie cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ; 1.40; 1.40; 1.41; 1.43; 1.42; 1.36; 1.35; 1.35;  
3140; POMME Gala IGP Savoie cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ; 1.50; 1.50; 1.50; 1.50; 1.48; 1.40; 1.40; 1.40;  
3141; POMME Golden IGP Savoie cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.35; 1.44; 1.45; 1.45; 1.40; 1.45; 1.45;  
3142; POMME Golden IGP Savoie cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ; 1.40; 1.45; 1.50; 1.50; 1.48; 1.45; 1.46; 1.50;  
3143; POMME Reinette grise du Canada IGP Savoie cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ; 1.87; 1.60; 1.60; 1.63; 1.65; 1.65; 1.65; 1.65;  
3144; POMME Reinette grise du Canada IGP Savoie cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ; 1.97; 1.70; 1.70; 1.73; 1.75; 1.70; 1.70; 1.70;  
3145; POMME Bicolore Val de Loire cat.I 95/130g sachet 2kg (le kg) ; 0.69; 0.67;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3146; POMME Boskoop rouge Nord-Picardie cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ; 1.50; 1.50;  ;  ;  ;  ;  ;  ;  
3147; POMME Boskoop rouge Nord-Picardie cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.55;  ;  ;  ;  ;  ;  ;  
3148; POMME Elstar Val de Loire cat.I 150/180g plateau 2rg (le kg) ;  ;  ;  ; 1.30; 1.30;  ;  ;  ;  ;  ;  ;  
3149; POMME Elstar Val de Loire cat.I 170/220g plateau 1rg (le kg) ;  ;  ; 1.40; 1.39; 1.35;  ;  ;  ;  ;  ;  ;  
3150; POMME Fuji Val de Loire cat.I 170/220g plateau 1rg (le kg) ; 1.35;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3151; POMME Fuji Val de Loire cat.I 201/270g plateau 1rg (le kg) ; 1.50;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3152; POMME Gala Val de Loire cat.I 115/150g sachet 2kg (le kg) ; 0.84;  ; 0.85; 0.76; 0.75;  ;  ;  ;  ;  ;  ;  
3153; POMME Gala Val de Loire cat.I 150/180g plateau 2rg (le kg) ; 1.03;  ; 0.90; 0.85; 0.83;  ;  ;  ;  ;  ;  ;  
3154; POMME Gala Val de Loire cat.I 170/220g plateau 1rg (le kg) ; 1.48;  ; 1.10; 1.03; 1.02;  ;  ;  ;  ;  ;  ;  
3155; POMME Gala Val de Loire cat.I 201/270g plateau 1rg (le kg) ; 1.56;  ; 1.25; 1.20; 1.18;  ;  ;  ;  ;  ;  ;  
3156; POMME Golden Val de Loire cat.I 115/150g sachet 2kg (le kg) ; 0.75; 0.69;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3157; POMME Golden Val de Loire cat.I 150/180g plateau 2rg (le kg) ; 0.85; 0.83;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3158; POMME Golden Val de Loire cat.I 170/220g plateau 1rg (le kg) ; 1.15; 1.15;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3159; POMME Golden Val de Loire cat.I 201/270g plateau 1rg (le kg) ; 1.20; 1.22;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3160; POMME Granny smith Val de Loire cat.I 170/220g plateau 1rg (le kg) ; 1.21;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3161; POMME Granny smith Val de Loire cat.I 201/270g plateau 1rg (le kg) ; 1.30;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3162; POMME Jonagored Val de Loire cat.I 170/220g plateau 1rg (le kg) ; 1.05; 1.05;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
3163; POMME Reine des reinettes Val de Loire cat.I 150/180g plateau 1rg (le kg) ;  ;  ; 2.00; 1.78; 1.77;  ;  ;  ;  ;  ;  ;  
3164; POMME Reine des reinettes Val de Loire cat.I 170/220g plateau 1rg (le kg) ;  ;  ; 2.10; 1.89; 1.80;  ;  ;  ;  ;  ;  ;  
3165; POMME Reine des reinettes Val de Loire cat.I 201/270g plateau 1rg (le kg) ;  ;  ; 2.10; 1.98; 1.87;  ;  ;  ;  ;  ;  ;  
3166; POMME Reinette grise du Canada Val de Loire cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.55;  ;  ;  ;  ;  ;  ;  
3167; POMME Reinette grise du Canada Val de Loire cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.60;  ;  ;  ;  ;  ;  ;  
3168; POMME Rubinette Val de Loire cat.I 150/180g plateau 1rg (le kg) ;  ;  ;  ; 1.70; 1.65;  ;  ;  ;  ;  ;  ;  
3169; POMME Rubinette Val de Loire cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ; 1.72; 1.70;  ;  ;  ;  ;  ;  ;  
3170; POMME Bicolore Alsace biologique cat.I 136/200g caisse (le kg) ;  ;  ;  ; 1.80; 1.79; 1.79; 1.78; 1.77; 1.71; 1.71;  ;  
3171; POMME Bicolore Alsace biologique cat.I 95/130g sachet (le kg) ;  ;  ;  ; 1.86; 1.86; 1.92; 1.86; 1.95; 1.88; 1.87;  ;  
3172; POMME Bicolore Alsace-Lorraine cat.I 136/200g caisse (le kg) ;  ;  ;  ; 0.84; 0.91; 0.91; 0.90; 0.90; 0.85; 0.87; 0.93;  
3173; POMME Bicolore Alsace-Lorraine cat.I 170/220g plateau (le kg) ;  ;  ;  ; 1.36; 1.36; 1.32; 1.32; 1.31; 1.37; 1.35; 1.40;  
3174; POMME Bicolore Alsace-Lorraine cat.I 95/130g sachet (le kg) ;  ;  ;  ; 0.89; 0.90; 0.92; 0.91; 0.87; 0.92; 0.93; 0.98;  
3175; POMME Gala Alsace-Lorraine cat.I 136/200g caisse (le kg) ;  ;  ;  ; 0.88; 0.94; 1.02; 1.16; 1.16; 0.79;  ;  ;  
3176; POMME Gala Alsace-Lorraine cat.I 170/220g plateau (le kg) ;  ;  ;  ; 1.25; 1.31; 1.32; 1.33; 1.33; 1.36; 1.39;  ;  
3177; POMME Gala Alsace-Lorraine cat.I 95/130g sachet (le kg) ;  ;  ;  ; 0.85; 0.91; 0.92; 0.93; 0.92; 1.00; 1.00;  ;  
3178; POMME Golden Alsace-Lorraine cat.I 136/200g caisse (le kg) ;  ;  ;  ;  ; 0.88; 0.91; 0.91; 0.89; 0.88;  ;  ;  
3179; POMME Golden Alsace-Lorraine cat.I 170/220g plateau (le kg) ;  ;  ;  ;  ; 1.36; 1.31; 1.32; 1.30; 1.34; 1.36; 1.41;  
3180; POMME Golden Alsace-Lorraine cat.I 95/130g sachet (le kg) ;  ;  ;  ;  ; 1.06; 1.02; 1.06; 1.09; 1.09; 1.15; 1.16;  
3181; POMME rustique Alsace biologique cat.I 136/200g caisse (le kg) ;  ;  ;  ;  ;  ; 1.73;  ;  ;  ;  ;  ;  
3182; POMME rustique Alsace-Lorraine cat.I 136/200g caisse (le kg) ;  ;  ;  ;  ; 1.02; 1.10; 1.07; 0.96; 1.01;  ;  ;  
3183; POMME rustique Alsace-Lorraine cat.I 170/220g plateau (le kg) ;  ;  ;  ; 1.45; 1.46; 1.49; 1.49; 1.49; 1.48; 1.45;  ;  
3184; POMME rustique Alsace-Lorraine cat.I 95/130g sachet (le kg) ;  ;  ;  ; 1.06; 1.03; 1.05; 1.04; 1.05; 1.11; 1.17;  ;  
3185; POMME type-Golden Alsace biologique cat.I 136/200g caisse (le kg) ;  ;  ;  ;  ;  ;  ; 1.77; 1.79; 1.79;  ;  ;  
3186; POMME Akane Méditerranée biologique caisse (le kg) ;  ;  ; 2.14; 1.85;  ;  ;  ;  ;  ;  ;  ;  
3187; POMME Ariane Méditerranée biologique caisse (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 2.05;  ;  
3188; POMME autres variétés Méditerranée biologique caisse (le kg) ;  ;  ;  ;  ; 2.01; 2.06; 1.97; 1.87; 1.85; 1.90; 1.98;  
3189; POMME Bicolore Méditerranée biologique caisse (le kg) ;  ;  ;  ;  ; 1.80; 1.55; 1.70; 1.80; 1.80; 1.75; 1.89; 1.83
3190; POMME Braeburn Méditerranée biologique caisse (le kg) ;  ;  ;  ;  ;  ; 1.49; 1.50; 1.61; 1.64; 1.58;  ;  
3191; POMME Chantecler Méditerranée biologique caisse (le kg) ;  ;  ;  ;  ; 1.93; 1.87; 1.80; 1.72; 1.58; 1.75;  ;  
3192; POMME Cripps-pink Méditerranée biologique caisse (le kg) ;  ;  ;  ;  ; 1.90; 1.79; 1.72; 1.70; 1.58;  ; 1.51; 1.58
3193; POMME Elstar Méditerranée biologique caisse (le kg) ;  ;  ; 1.89; 1.74; 1.63;  ;  ;  ;  ;  ;  ;  
3194; POMME Gala Méditerranée biologique caisse (le kg) ;  ;  ; 1.94; 1.71; 1.66; 1.60; 1.60; 1.69; 1.71; 1.60; 1.60;  
3195; POMME Galaxy Méditerranée biologique caisse (le kg) ;  ;  ; 1.95; 1.75;  ;  ;  ;  ;  ;  ;  ;  
3196; POMME Golden Méditerranée biologique caisse (le kg) ; 1.59;  ;  ; 1.71; 1.64; 1.61; 1.52; 1.61; 1.71; 1.63; 1.57; 1.65
3197; POMME Goldrush Méditerranée biologique caisse (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.94; 1.79; 1.94
3198; POMME Granny smith Méditerranée biologique caisse (le kg) ;  ;  ;  ; 1.79; 1.53; 1.55; 1.49; 1.53; 1.48; 1.39; 1.42;  
3199; POMME Reine des reinettes Méditerranée biologique caisse (le kg) ;  ;  ;  ; 2.20;  ;  ;  ;  ;  ;  ;  ;  
3200; POMME Reinette grise du Canada Sud-Est biologique cat.I caisse vrac (le kg) ;  ;  ;  ; 1.95; 2.06; 2.16; 2.16; 2.08; 2.06;  ;  ;  
3201; POMME rouge Méditerranée biologique caisse (le kg) ;  ;  ;  ;  ; 1.69; 1.63; 1.72; 1.72; 1.67; 1.66; 1.63; 1.50
3202; POMME Story Méditerranée biologique caisse (le kg) ;  ;  ;  ;  ;  ;  ;  ; 1.74; 1.71; 1.61; 1.59;  
3203; POMME Braeburn Sud-Est cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ; 1.19; 1.18;  ;  ;  ;  ;  ;  ;  
3204; POMME Chantecler Sud-Est cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.60;  ;  ;  ;  ;  ;  ;  
3205; POMME Elstar Sud-Est cat.I 115/150g caisse (le kg) ;  ;  ; 0.85; 0.83;  ;  ;  ;  ;  ;  ;  ;  
3206; POMME Elstar Sud-Est cat.I 115/150g sachet 2kg (le kg) ;  ;  ; 0.93;  ;  ;  ;  ;  ;  ;  ;  ;  
3207; POMME Elstar Sud-Est cat.I 150/180g plateau 2rg (le kg) ;  ;  ; 1.27;  ;  ;  ;  ;  ;  ;  ;  ;  
3208; POMME Elstar Sud-Est cat.I 170/220g plateau 1rg (le kg) ;  ;  ; 1.42; 1.32;  ;  ;  ;  ;  ;  ;  ;  
3209; POMME Gala Sud-Est cat.I 115/150g caisse (le kg) ;  ;  ;  ;  ; 0.80;  ;  ;  ;  ;  ;  ;  
3210; POMME Gala Sud-Est cat.I 115/150g sachet 2kg (le kg) ;  ;  ; 0.82; 0.75; 0.76;  ;  ;  ;  ;  ;  ;  
3211; POMME Gala Sud-Est cat.I 150/180g plateau 2rg (le kg) ;  ;  ; 0.92; 0.85; 0.85;  ;  ;  ;  ;  ;  ;  
3212; POMME Gala Sud-Est cat.I 170/220g plateau 1rg (le kg) ;  ;  ; 1.22; 1.05; 1.00;  ;  ;  ;  ;  ;  ;  
3213; POMME Gala Sud-Est cat.I 201/270g plateau 1rg (le kg) ;  ;  ; 1.27; 1.14; 1.12;  ;  ;  ;  ;  ;  ;  
3214; POMME Golden Sud-Est 115/150g sachet 2kg (le kg) ;  ;  ;  ; 0.80; 0.83;  ;  ;  ;  ;  ;  ;  
3215; POMME Golden Sud-Est cat.I 150/180g plateau 2rg (le kg) ;  ;  ;  ; 0.96; 0.89;  ;  ;  ;  ;  ;  ;  
3216; POMME Golden Sud-Est cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ; 1.15; 1.17;  ;  ;  ;  ;  ;  ;  
3217; POMME Golden Sud-Est cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ; 1.24; 1.23;  ;  ;  ;  ;  ;  ;  
3218; POMME Granny smith Sud-Est cat.I 150/180g plateau 2rg (le kg) ;  ;  ; 1.10; 0.99; 0.88;  ;  ;  ;  ;  ;  ;  
3219; POMME Granny smith Sud-Est cat.I 170/220g plateau 1rg (le kg) ;  ;  ; 1.30; 1.24; 1.20;  ;  ;  ;  ;  ;  ;  
3220; POMME Granny smith Sud-Est cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ; 1.24; 1.28;  ;  ;  ;  ;  ;  ;  
3221; POMME Reine des reinettes Sud-Est cat.I 150/180g plateau 2rg (le kg) ;  ;  ; 1.70; 1.67;  ;  ;  ;  ;  ;  ;  ;  
3222; POMME Reine des reinettes Sud-Est cat.I 170/220g plateau 1rg (le kg) ;  ;  ; 2.17; 1.93; 1.95;  ;  ;  ;  ;  ;  ;  
3223; POMME Reinette grise du Canada Sud-Est cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ; 1.60; 1.50;  ;  ;  ;  ;  ;  ;  
3224; POMME Rouge americaine Sud-Est cat.I 150/180g plateau 2rg (le kg) ;  ;  ;  ;  ; 0.95;  ;  ;  ;  ;  ;  ;  
3225; POMME Rouge americaine Sud-Est cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ; 1.18; 1.13;  ;  ;  ;  ;  ;  ;  
3226; POMME Rouge americaine Sud-Est cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.15;  ;  ;  ;  ;  ;  ;  
3227; POMME Gala Sud-Ouest cat.I 115/150g France(Dest) sachet 2kg (le kg) ;  ;  ;  ; 0.74; 0.75;  ;  ;  ;  ;  ;  ;  
3228; POMME Gala Sud-Ouest cat.I 136/200g France(Dest) caisse (le kg) ;  ;  ;  ; 0.80; 0.75;  ;  ;  ;  ;  ;  ;  
3229; POMME Gala Sud-Ouest cat.I 150/180g France(Dest) plateau 2rg (le kg) ;  ;  ; 0.88; 0.90; 0.90;  ;  ;  ;  ;  ;  ;  
3230; POMME Gala Sud-Ouest cat.I 170/220g France(Dest) plateau 1rg (le kg) ;  ;  ; 1.05; 1.05; 1.00;  ;  ;  ;  ;  ;  ;  
3231; POMME Gala Sud-Ouest cat.I 201/270g France(Dest) plateau 1rg (le kg) ;  ;  ; 1.12; 1.10; 1.10;  ;  ;  ;  ;  ;  ;  
3232; POMME Golden AOP Limousin cat.I 150/180g France(Dest) plateau 2rg (le kg) ;  ;  ;  ;  ;  ; 1.10; 1.06; 1.10; 1.10; 1.10; 1.13; 1.32
3233; POMME Golden AOP Limousin cat.I 170/220g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.40; 1.40; 1.40; 1.40; 1.40; 1.47; 1.55; 1.62
3234; POMME Golden AOP Limousin cat.I 201/270g plateau 1rg (le kg) ;  ;  ;  ;  ; 1.50; 1.50; 1.50; 1.50; 1.50; 1.63; 1.70; 1.73
