;Produit;Prix 1;Prix 2;Prix 3;Prix 4;Prix 5;Prix 6;Prix 7;Prix 8;Prix 9;Prix 10;Prix 11;Prix 12
1040; CONCOMBRE France biologique (la pièce) ; 0.79; 0.68; 0.87; 1.10; 1.15; 1.32; 0.95;  ;  ;  ;  ; 0.92
1041; CONCOMBRE Noa France biologique (le kg) ; 2.72; 1.30; 1.44; 2.01; 2.25;  ;  ;  ;  ;  ;  ; 3.40
1042; CONCOMBRE Belgique cat.I 250-300g (la pièce) ; 0.12; 0.10; 0.18; 0.27; 0.24; 0.11;  ;  ; 0.32; 0.21; 0.10; 0.11
1043; CONCOMBRE Belgique cat.I 300-350g (la pièce) ; 0.15; 0.15; 0.25; 0.38; 0.33; 0.20;  ;  ; 0.41; 0.24; 0.12; 0.18
1044; CONCOMBRE Belgique cat.I 350-400g colis de 12 (la pièce) ; 0.18; 0.21; 0.35; 0.51; 0.49; 0.31;  ;  ; 0.57; 0.28; 0.12; 0.24
1045; CONCOMBRE Belgique cat.I 400-500g colis de 12 (la pièce) ; 0.24; 0.30; 0.43; 0.62; 0.59; 0.41;  ;  ; 0.66; 0.36; 0.18; 0.32
1046; CONCOMBRE Belgique cat.I 500-600g colis de 12 (la pièce) ; 0.23; 0.32; 0.44; 0.72; 0.70; 0.58;  ;  ; 0.61; 0.45; 0.15; 0.33
1047; CONCOMBRE Belgique cat.I 600-750g (la pièce) ; 0.24; 0.36; 0.43; 0.72; 0.67; 0.56;  ;  ; 0.32; 0.43; 0.13; 0.32
1048; CONCOMBRE Espagne biologique cat.I colis de 12 (les 12 pièces) ; 5.52; 6.08; 7.20; 9.59; 9.81; 9.28; 7.12; 15.64; 15.97; 17.72; 8.46; 5.89
1049; CONCOMBRE Noa Espagne biologique (le kg) ; 1.32; 1.34;  ; 1.85; 1.80; 2.05; 1.85; 2.12; 3.17; 3.40; 2.90; 1.52
1050; CONCOMBRE Espagne cat.I 350-400g colis de 12 (la pièce) ;  ;  ;  ; 0.52; 0.50; 0.27; 0.19; 0.72; 0.52; 0.40;  ;  
1051; CONCOMBRE Espagne cat.I 400-500g colis de 12 (la pièce) ;  ;  ;  ; 0.58; 0.56; 0.33; 0.26; 0.82; 0.69; 0.42; 0.31;  
1052; CONCOMBRE Espagne cat.I 500-600g colis de 12 (la pièce) ;  ;  ;  ; 0.59; 0.59; 0.39; 0.30; 0.91; 0.74; 0.48; 0.40;  
1053; CONCOMBRE Pays-Bas cat.I 300-350g colis de 14 (la pièce) ; 0.22; 0.21; 0.43; 0.61; 0.36;  ;  ;  ;  ;  ;  ;  
1054; CONCOMBRE Pays-Bas cat.I 350-400g colis de 12 (la pièce) ; 0.41; 0.35; 0.51; 0.63; 0.53;  ;  ;  ;  ;  ;  ;  
1055; CONCOMBRE Pays-Bas cat.I 400-500g colis de 12 (la pièce) ; 0.43; 0.41; 0.54; 0.68; 0.65; 0.67;  ;  ;  ;  ;  ;  
1056; CONCOMBRE Pays-Bas cat.I 500-600g colis de 12 (la pièce) ; 0.47; 0.46; 0.60; 0.79; 0.72;  ;  ;  ;  ;  ;  ;  
1057; CONCOMBRE Pays-Bas cat.I 600-750g colis de 12 (la pièce) ; 0.46; 0.53; 0.60;  ;  ;  ;  ;  ;  ;  ;  ;  
1058; CONCOMBRE France biologique (la pièce) ; 0.86; 0.82; 0.98; 1.38; 1.28; 1.43;  ;  ;  ;  ;  ; 1.22
1059; CONCOMBRE Noa France biologique (le kg) ; 3.13; 2.12; 1.74; 2.27; 2.71;  ;  ;  ;  ;  ;  ; 3.81
1060; CONCOMBRE Noa U.E. biologique (le kg) ; 1.95; 1.65;  ; 2.28; 2.22; 2.21; 2.05; 2.65; 3.23; 3.35; 3.28; 2.17
1061; CONCOMBRE U.E. biologique (la pièce) ; 0.63; 0.61; 0.67; 0.78; 0.88; 1.00; 0.77; 1.37; 1.60; 1.71; 0.98; 0.71
1062; CONCOMBRE Allemagne cat.I 350-400g colis de 12 (la pièce) ; 0.42; 0.46; 0.52; 0.73; 0.73; 0.65;  ;  ;  ; 0.56; 0.39; 0.42
1063; CONCOMBRE Allemagne cat.I 400-500g colis de 12 (la pièce) ; 0.47; 0.52; 0.58; 0.82; 0.81; 0.70;  ;  ;  ; 0.61; 0.45; 0.48
1064; CONCOMBRE Allemagne cat.I 500-600g colis de 12 (la pièce) ; 0.54; 0.58; 0.65; 0.75;  ;  ;  ;  ;  ; 0.69; 0.52; 0.56
1065; CONCOMBRE courbe Allemagne cat.II (le kg) ; 0.51; 0.57; 0.61; 0.82; 0.74;  ;  ;  ;  ;  ; 0.60; 0.60
1066; CONCOMBRE courbe Espagne cat.II (le kg) ;  ;  ;  ;  ;  ; 0.53; 0.68; 1.23; 0.86; 0.61;  ;  
1067; CONCOMBRE courbe Pays-Bas cat.II (le kg) ; 0.50; 0.57; 0.61; 0.86; 0.79;  ;  ;  ;  ; 0.99; 0.68; 0.60
1068; CONCOMBRE Espagne cat.I 350-400g colis de 12 (la pièce) ;  ;  ;  ; 0.30; 0.58; 0.44; 0.41; 0.90; 0.69; 0.36;  ;  
1069; CONCOMBRE Espagne cat.I 400-500g colis de 12 (la pièce) ;  ;  ;  ; 0.62; 0.66; 0.53; 0.47; 1.03; 0.78; 0.45;  ;  
1070; CONCOMBRE Espagne cat.I 500-600g colis de 12 (la pièce) ;  ;  ;  ; 0.69; 0.77; 0.64; 0.56; 1.08; 0.90; 0.49;  ;  
1071; CONCOMBRE Pays-Bas cat.I 350-400g colis de 12 (la pièce) ; 0.37; 0.46; 0.51; 0.73; 0.72; 0.65;  ;  ; 0.78; 0.53; 0.35; 0.43
1072; CONCOMBRE Pays-Bas cat.I 400-500g colis de 12 (la pièce) ; 0.42; 0.51; 0.56; 0.82; 0.80; 0.73;  ;  ; 0.88; 0.59; 0.42; 0.50
1073; CONCOMBRE Pays-Bas cat.I 500-600g colis de 12 (la pièce) ; 0.49; 0.58; 0.62; 0.92; 0.70;  ;  ;  ; 1.04; 0.69; 0.51; 0.57
1074; CONCOMBRE Belgique cat.I 350-400g colis de 12 (la pièce) ; 0.38; 0.37; 0.57; 0.76; 0.50;  ;  ;  ;  ; 0.49; 0.34; 0.43
1075; CONCOMBRE Belgique cat.I 400-500g colis de 12 (la pièce) ; 0.47; 0.50; 0.68; 0.86; 0.62;  ;  ;  ;  ; 0.63; 0.42; 0.51
1076; CONCOMBRE Espagne biologique (la pièce) ;  ; 0.70; 0.81; 0.79; 0.79; 0.91; 0.80; 1.31; 1.55; 1.48; 1.07; 0.74
1077; CONCOMBRE Espagne biologique (le kg) ; 0.78; 0.74;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
1078; CONCOMBRE Espagne cat.I 350-400g colis de 12 (la pièce) ;  ;  ;  ; 0.66; 0.56; 0.38; 0.30; 0.88; 0.70; 0.40; 0.27;  
1079; CONCOMBRE Espagne cat.I 400-500g colis de 12 (la pièce) ; 0.39;  ;  ; 0.81; 0.75; 0.52; 0.42; 1.01; 0.85; 0.60; 0.49; 0.54
1080; CONCOMBRE France biologique (la pièce) ; 0.89; 0.85; 0.90; 1.00; 0.98; 1.00;  ;  ;  ;  ;  ; 1.05
1081; CONCOMBRE France cat.I 300-400g colis de 12 (la pièce) ; 0.55; 0.56; 0.65; 0.76; 0.65; 0.64;  ;  ; 0.83; 0.64; 0.52; 0.61
1082; CONCOMBRE France cat.I 400-500g colis de 12 (la pièce) ; 0.63; 0.68; 0.76; 0.87; 0.76; 0.85;  ;  ;  ; 0.79; 0.65; 0.71
1083; CONCOMBRE Allemagne cat.I 350-400g colis de 12 (la pièce) ; 0.36; 0.54; 0.55; 0.77; 0.64;  ;  ;  ; 0.70; 0.62; 0.39; 0.46
1084; CONCOMBRE Allemagne cat.I 400-500g colis de 12 (la pièce) ; 0.42; 0.59; 0.60; 0.82; 0.79; 0.75;  ;  ; 0.95; 0.77; 0.46; 0.53
1085; CONCOMBRE Allemagne cat.I 500-600g colis de 12 (le kg) ; 0.46; 0.64; 0.65;  ; 1.10;  ;  ;  ;  ; 0.91; 0.54; 0.61
1086; CONCOMBRE Belgique cat.I 350-400g colis de 12 (la pièce) ; 0.35; 0.47; 0.52; 0.83; 0.68; 0.57; 0.51; 0.88; 0.88; 0.49; 0.30; 0.41
1087; CONCOMBRE Belgique cat.I 400-500g colis de 12 (la pièce) ; 0.42; 0.40; 0.58; 0.88; 0.63;  ; 0.59; 0.52; 1.02; 0.60; 0.33; 0.33
1088; CONCOMBRE courbe Allemagne cat.II (le kg) ; 0.62; 0.62; 0.57; 0.78; 0.81; 0.75;  ; 0.60;  ; 0.95; 0.70; 0.67
1089; CONCOMBRE courbe Espagne cat.II (le kg) ;  ;  ;  ; 0.83; 0.67; 0.60;  ; 1.15; 0.94; 0.71; 0.55;  
1090; CONCOMBRE courbe Pays-Bas cat.II (le kg) ;  ; 0.56; 0.53; 0.77;  ;  ;  ;  ;  ;  ;  ;  
1091; CONCOMBRE Espagne cat.I 350-400g colis de 12 (la pièce) ;  ;  ;  ; 0.55; 0.55; 0.41; 0.31; 0.84; 0.74;  ;  ;  
1092; CONCOMBRE Espagne cat.I 400-500g colis de 12 (la pièce) ;  ;  ;  ; 0.60; 0.60; 0.48; 0.35; 0.92; 0.82; 0.47;  ;  
1093; CONCOMBRE Espagne cat.I 500-600g colis de 12 (la pièce) ;  ;  ;  ; 0.75; 0.77; 0.54; 0.41; 1.02; 0.90;  ;  ;  
1094; CONCOMBRE Grèce cat.I 350-400g colis de 12 (la pièce) ;  ;  ;  ;  ; 0.58; 0.23;  ; 0.77; 0.58; 0.32;  ;  
1095; CONCOMBRE Grèce cat.I 400-500g colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.28; 0.29; 0.52; 0.47; 0.35;  ;  
1096; CONCOMBRE Grèce cat.I 500-600g colis de 12 (la pièce) ;  ;  ;  ;  ; 0.65; 0.33; 0.33;  ;  ;  ;  ;  
1097; CONCOMBRE Pays-Bas cat.I 350-400g colis de 12 (la pièce) ; 0.34; 0.41; 0.51; 0.79; 0.50;  ;  ;  ; 0.89; 0.49; 0.30; 0.41
1098; CONCOMBRE Pays-Bas cat.I 400-500g colis de 12 (la pièce) ; 0.34;  ;  ;  ;  ;  ;  ;  ; 0.95; 0.58; 0.33; 0.33
1099; CONCOMBRE Pays-Bas cat.I 500-600g colis de 12 (la pièce) ;  ; 0.50; 0.37;  ;  ;  ;  ;  ;  ; 0.73; 0.77;  
1100; CONCOMBRE Espagne cat.I 400-500g colis de 12 (les 12 pièces) ; 6.60;  ;  ;  ; 10.40; 8.88; 6.44; 15.35; 12.94; 9.50; 7.62;  
1101; CONCOMBRE France cat.I 400-500g colis de 12 (les 12 pièces) ; 8.97; 8.59; 9.92; 10.88; 9.68; 9.30;  ;  ;  ; 12.61; 10.42; 9.48
1102; CONCOMBRE Noa Sud-Est cat.I 300-400g (le kg) ; 1.74; 1.41; 1.55; 2.09; 1.95;  ;  ;  ;  ;  ;  ; 2.70
1103; CONCOMBRE Noa U.E. cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.86; 1.77; 1.38
1104; CONCOMBRE Espagne cat.I 400-500g colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ; 11.90; 8.91; 8.00;  
1105; CONCOMBRE Espagne cat.I 500-600g colis de 12 (les 12 pièces) ;  ;  ;  ;  ; 12.40; 10.00;  ;  ;  ;  ;  ;  
1106; CONCOMBRE France cat.I 400-500g colis de 12 (les 12 pièces) ;  ; 7.90; 9.00; 9.59; 10.00;  ;  ;  ;  ; 12.05; 6.60; 8.29
1107; CONCOMBRE France cat.I 500-600g colis de 12 (les 12 pièces) ;  ; 8.53; 10.21; 11.56; 10.25;  ;  ;  ;  ; 11.65; 8.39; 9.28
1108; CONCOMBRE France cat.I 600-750g colis de 12 (les 12 pièces) ;  ; 7.85; 8.60;  ;  ;  ;  ;  ;  ; 10.50;  ;  
1109; CONCOMBRE Noa Espagne cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.50; 1.44; 1.10
1110; CONCOMBRE Noa France cat.I (le kg) ;  ; 1.37; 1.85; 2.10;  ;  ;  ;  ;  ;  ;  ; 2.00
1111; CONCOMBRE Belgique cat.I 400-500g colis de 12 (la pièce) ;  ;  ;  ; 0.90; 0.70;  ;  ;  ;  ;  ;  ;  
1112; CONCOMBRE Espagne cat.I 350-400g colis de 12 (la pièce) ;  ;  ;  ;  ;  ; 0.60; 0.64; 0.90;  ;  ;  ;  
1113; CONCOMBRE Espagne cat.I 400-500g colis de 12 (la pièce) ;  ;  ;  ;  ; 1.00; 0.73; 0.70; 1.18; 1.02; 0.75; 0.65;  
1114; CONCOMBRE Espagne cat.I 500-600g colis de 12 (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 0.70;  
1115; CONCOMBRE France cat.I 400-500g colis de 12 (la pièce) ;  ;  ;  ; 1.35;  ;  ;  ;  ; 1.00; 0.89; 0.72;  
1116; CONCOMBRE France cat.I 500-600g colis de 12 (la pièce) ;  ;  ;  ; 1.15; 0.90; 0.80;  ;  ;  ; 1.03; 0.83; 0.83
1117; CONCOMBRE Pays-Bas cat.I 500-600g (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 0.60
1118; CONCOMBRE Belgique cat.I colis de 12 (la pièce) ;  ;  ; 0.75; 0.75; 0.75;  ;  ;  ;  ; 0.60; 0.48; 0.40
1119; CONCOMBRE Espagne cat.I colis de 12 (la pièce) ;  ;  ;  ;  ; 0.78; 0.55; 0.42; 0.93; 0.84; 0.68; 0.48; 0.48
1120; CONCOMBRE France cat.I colis de 12 (la pièce) ; 0.58; 0.53; 0.66; 0.72; 0.74;  ;  ;  ;  ; 0.93; 0.81; 0.66
1121; CONCOMBRE Noa Espagne cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ; 1.91; 1.88; 1.60; 1.50
1122; CONCOMBRE Noa France cat.I (le kg) ; 1.25; 1.04; 1.50; 1.59; 1.54;  ;  ;  ;  ;  ;  ; 2.40
1123; CONCOMBRE Espagne cat.I 400-500g colis de 12 (la pièce) ;  ;  ;  ;  ; 0.98; 0.57; 0.50; 1.16; 1.11;  ;  ;  
1124; CONCOMBRE Espagne cat.I 500-600g colis de 12 (la pièce) ;  ;  ;  ; 0.71; 0.94; 0.65; 0.55; 1.24; 1.09;  ;  ;  
1125; CONCOMBRE France cat.I 300-400g colis de 12 (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 0.76; 0.58;  
1126; CONCOMBRE France cat.I 400-500g colis de 12 (la pièce) ; 0.69; 0.64; 0.76; 0.95; 0.77;  ;  ;  ; 1.18; 0.86; 0.65; 0.75
1127; CONCOMBRE France cat.I 500-600g colis de 12 (la pièce) ; 0.75; 0.70; 0.84; 1.00; 0.89; 0.90;  ;  ; 1.24; 0.95; 0.71; 0.84
1128; CONCOMBRE France biologique (la pièce) ; 0.81; 0.81; 0.96; 1.39; 1.20; 1.47;  ;  ;  ;  ;  ; 1.16
1129; CONCOMBRE Noa France biologique (le kg) ; 3.14; 2.12; 1.68; 2.23; 2.36;  ;  ;  ;  ;  ;  ; 3.62
1130; CONCOMBRE Noa U.E. biologique (le kg) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 3.29; 2.32
1131; CONCOMBRE U.E. biologique (la pièce) ;  ;  ;  ; 0.80; 0.96; 1.00; 0.74; 1.34; 1.55; 1.80; 0.92; 0.70
1132; CONCOMBRE France cat.I 300-400g colis de 12 (le kg) ; 0.86; 0.83; 0.93; 0.94; 0.80;  ;  ;  ;  ; 1.00; 1.00; 1.03
1133; CONCOMBRE Noa U.E. cat.I (le kg) ;  ;  ;  ;  ;  ;  ;  ; 2.90; 2.70; 2.46; 1.93; 1.91
1134; CONCOMBRE U.E. cat.I 300-400g colis de 12 (le kg) ; 0.73; 0.76; 0.80; 0.89; 0.88; 0.80; 0.67; 1.15; 1.16; 0.90; 0.80; 0.71
1135; CONCOMBRE Espagne cat.I 500-600g colis de 12 (la pièce) ;  ;  ;  ; 0.48; 0.68; 0.59; 0.46; 1.08; 0.89; 0.57; 0.55;  
1136; CONCOMBRE France cat.I 500-600g colis de 12 (la pièce) ; 0.79; 0.73; 0.85; 1.05; 0.60;  ;  ;  ; 1.10; 0.90; 0.65; 0.84
1137; CONCOMBRE mini Espagne cat.I (le kg) ; 2.09; 1.50; 1.50;  ; 1.60; 2.46; 2.22; 1.98;  ; 2.66; 2.60; 2.60
1138; CONCOMBRE mini Pays-Bas (les 32 pièces) ; 12.72; 8.93; 11.24; 14.57; 10.47;  ;  ;  ;  ; 21.00; 13.63; 12.21
1139; CONCOMBRE Pays-Bas cat.I 500-600g colis de 12 (la pièce) ; 0.54; 0.58; 0.64; 0.99;  ;  ;  ;  ; 0.80; 0.63; 0.49; 0.52
1140; CONCOMBRE France biologique (la pièce) ; 0.78; 0.71; 0.96; 1.38; 1.19; 1.37;  ;  ;  ;  ;  ; 1.22
1141; CONCOMBRE Noa France biologique (le kg) ; 3.00; 1.94; 1.64; 2.16; 2.88;  ;  ;  ;  ;  ;  ; 3.81
1142; CONCOMBRE Noa U.E. biologique (le kg) ; 2.00; 1.60;  ; 2.29; 2.08; 2.08; 2.12; 2.60; 3.30; 3.56; 3.14; 2.05
1143; CONCOMBRE U.E. biologique (la pièce) ; 0.56; 0.55; 0.65; 0.73; 0.80; 0.94; 0.73; 1.31; 1.47; 1.57; 0.85; 0.66
1144; CONCOMBRE Espagne cat.I 400-500g (la pièce) ;  ;  ;  ; 0.73; 0.81; 0.72; 0.62; 1.08; 0.98; 0.79; 0.68; 0.76
1145; CONCOMBRE France cat.I 300-400g (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 0.86; 0.74;  
1146; CONCOMBRE France cat.I 400-500g (la pièce) ; 0.99; 0.86; 0.84; 1.05; 0.93;  ;  ;  ; 1.18; 1.10; 0.89; 0.88
1147; CONCOMBRE France cat.I 500-600g colis de 12 (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 1.01; 1.05
1148; CONCOMBRE Noa France cat.I (le kg) ;  ;  ; 1.25; 1.50;  ;  ;  ;  ;  ;  ;  ;  
1149; CONCOMBRE Pays-Bas cat.I 350-400g (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ; 0.75; 0.73; 0.60;  
1150; CONCOMBRE Pays-Bas cat.I 400-500g (la pièce) ; 0.60; 0.68; 0.70; 0.82; 0.75;  ;  ;  ;  ;  ; 0.55; 0.60
1151; CONCOMBRE Espagne cat.I 400-500g colis de 12 (les 12 pièces) ; 5.29;  ;  ;  ; 9.00; 7.04; 5.62; 12.89; 10.34; 7.46; 7.35;  
1152; CONCOMBRE France cat.I 400-500g colis de 12 (les 12 pièces) ; 7.75; 7.96; 9.00; 10.53;  ;  ;  ;  ; 13.20; 10.78; 8.62; 9.14
1153; CONCOMBRE France cat.I 500-600g colis de 12 (les 12 pièces) ;  ; 8.20; 11.00; 11.09; 8.94;  ;  ;  ;  ;  ;  ; 9.12
1154; CONCOMBRE France biologique (la pièce) ;  ;  ;  ;  ;  ; 1.62;  ;  ;  ;  ;  ; 2.01
1155; CONCOMBRE Noa France biologique (le kg) ;  ;  ;  ;  ;  ; 4.16; 4.03;  ;  ;  ;  ;  
1156; CONCOMBRE Noa U.E. biologique (le kg) ;  ;  ;  ;  ;  ; 3.01; 3.42;  ;  ;  ;  ;  
1157; CONCOMBRE U.E. biologique (la pièce) ;  ;  ;  ;  ;  ; 1.73; 1.58; 1.78; 2.35; 2.48; 2.08; 1.78
1158; CONCOMBRE France (la pièce) ;  ;  ;  ;  ; 1.20; 1.20; 1.27; 1.41; 1.45; 1.24; 1.07; 1.01
1159; CONCOMBRE France biologique (la pièce) ;  ;  ;  ;  ; 1.84; 1.79;  ;  ;  ;  ;  ; 1.85
1160; CONCOMBRE hors Fr. (la pièce) ;  ;  ;  ;  ; 1.17; 1.14; 0.96; 1.34; 1.36; 1.23; 0.96;  
1161; CONCOMBRE hors Fr. biologique (la pièce) ;  ;  ;  ;  ; 1.53; 1.55; 1.45; 1.66; 1.92; 2.05; 1.76; 1.65
1162; PHYSALIS Colombie barq.100g (les 100g) ;  ;  ;  ;  ;  ;  ; 1.08; 1.00;  ;  ;  ;  
1163; PHYSALIS Colombie barq.100g (le kg) ;  ; 8.30; 10.00; 10.00; 10.00; 10.00; 10.00; 10.00; 10.00; 10.00; 10.00; 10.00
1164; PHYSALIS Colombie barq.100g (les 100g) ;  ;  ;  ;  ;  ;  ; 1.00; 1.00;  ;  ;  ;  
1165; LAITUE Iceberg Bretagne cat.I colis de 10 (la pièce) ; 0.25; 0.22;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
1166; LAITUE Iceberg Bretagne cat.I colis de 10 (la pièce) ; 0.26; 0.24; 0.29; 0.30; 0.28; 0.31;  ;  ;  ;  ;  ;  
1167; LAITUE Batavia blonde Rhône-Alpes colis de 12 (la pièce) ; 0.43; 0.42; 0.46; 0.55; 0.58; 0.59; 0.51; 0.54; 0.54; 0.53; 0.48; 0.47
1168; LAITUE Feuille de chêne blonde Rhône-Alpes colis de 12 (la pièce) ; 0.43; 0.42; 0.47; 0.56; 0.58; 0.59; 0.51; 0.54; 0.54; 0.53; 0.48; 0.47
1169; LAITUE Feuille de chêne rouge Rhône-Alpes colis de 12 (la pièce) ; 0.46; 0.42; 0.49; 0.57; 0.58; 0.59; 0.51; 0.54; 0.54; 0.53; 0.48; 0.47
1170; LAITUE pommée Rhône-Alpes colis de 12 (la pièce) ; 0.43; 0.42; 0.47; 0.56; 0.58; 0.59; 0.51; 0.54; 0.54; 0.53; 0.48; 0.47
1171; LAITUE Batavia blonde Roussillon colis de 12 (les 12 pièces) ; 6.50; 6.50; 7.44; 8.00; 8.00; 7.75; 7.20; 7.00; 6.56; 6.50; 6.50; 6.50
1172; LAITUE Batavia rouge Roussillon colis de 12 (les 12 pièces) ; 6.00; 6.00; 7.25; 8.00; 8.00; 7.75; 7.20; 7.00; 6.56; 6.50; 6.50; 6.50
1173; LAITUE Feuille de chêne blonde Roussillon colis de 12 (les 12 pièces) ; 7.00; 7.00; 7.25; 8.00; 8.00; 7.75; 7.20; 7.00; 6.56; 6.50; 6.50; 6.43
1174; LAITUE Feuille de chêne rouge Roussillon colis de 12 (les 12 pièces) ; 7.00; 7.00; 7.25; 8.00; 8.00; 7.75; 7.20; 7.00; 6.56; 6.50; 6.50; 6.50
1175; LAITUE pommée Roussillon colis de 12 (les 12 pièces) ; 7.00; 7.00; 7.62; 8.00; 8.00; 7.75; 7.20; 7.00; 6.56; 6.50; 6.50; 6.43
1176; LAITUE Sucrine Roussillon colis de 12 (les 12 pièces) ; 6.00; 6.00; 7.25; 8.00; 8.00; 7.75; 7.20; 7.00; 6.56; 6.50; 6.50; 6.50
1177; LAITUE pommée Val de Loire cat.I colis de 12 (la pièce) ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 0.50
1178; LAITUE Batavia blonde Sud-Ouest cat.I colis de 12 (les 12 pièces) ; 6.00; 5.80; 5.89; 6.00; 6.14; 6.69; 5.67; 5.50; 5.75; 6.00; 6.00; 6.00
1179; LAITUE Feuille de chêne blonde Sud-Ouest cat.I colis de 12 (les 12 pièces) ; 6.00; 5.80; 5.89; 6.00; 6.14; 6.69; 5.67; 5.50; 5.75; 6.00; 6.00; 6.00
1180; LAITUE Feuille de chêne rouge Sud-Ouest cat.I colis de 12 (les 12 pièces) ; 6.00; 5.80; 5.89; 6.00; 6.14; 6.69; 5.67; 5.50; 5.69; 6.00; 6.00; 6.00
1181; LAITUE pommée Sud-Ouest cat.I colis de 12 (les 12 pièces) ; 6.00; 5.80; 5.89; 6.00; 6.14; 6.69; 5.67; 5.50; 5.75; 6.00; 6.00; 6.00
1182; LAITUE Sucrine Sud-Ouest cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ;  ;  ;  ;  ; 6.00; 6.00; 5.75
1183; LAITUE Batavia blonde Sud-Est (la pièce) ; 0.50; 0.50; 0.50; 0.50; 0.50; 0.50; 0.42; 0.50; 0.49; 0.50; 0.50; 0.50
1184; LAITUE Feuille de chêne blonde Sud-Est (la pièce) ; 0.50; 0.50; 0.50; 0.50; 0.50; 0.50; 0.42; 0.50; 0.49; 0.50; 0.50; 0.50
1185; LAITUE Feuille de chêne rouge Sud-Est (la pièce) ; 0.50; 0.50; 0.50; 0.50; 0.50; 0.50; 0.42; 0.50; 0.49; 0.50; 0.50; 0.50
1186; LAITUE pommée Sud-Est (la pièce) ; 0.50; 0.50; 0.50; 0.50; 0.50; 0.50; 0.42; 0.50; 0.49; 0.50; 0.50; 0.50
1187; LAITUE Rougette Sud-Est (la pièce) ; 0.50; 0.50; 0.50; 0.50; 0.50; 0.50; 0.42; 0.50; 0.49; 0.50; 0.50; 0.50
1188; LAITUE Batavia blonde Sud-Est (la pièce) ; 0.50; 0.49;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
1189; LAITUE Feuille de chêne blonde Sud-Est (la pièce) ; 0.49;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
1190; LAITUE Feuille de chêne rouge Sud-Est (la pièce) ; 0.50; 0.49;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
1191; LAITUE Batavia blonde Sud-Est (la pièce) ;  ;  ;  ;  ;  ; 0.36; 0.32; 0.39; 0.36; 0.35; 0.42;  
1192; LAITUE Feuille de chêne blonde Sud-Est (la pièce) ;  ;  ;  ;  ;  ; 0.37; 0.31; 0.34; 0.31; 0.33; 0.37;  
1193; LAITUE Feuille de chêne rouge Sud-Est (la pièce) ;  ;  ;  ;  ;  ; 0.38; 0.31; 0.32; 0.25; 0.28; 0.33;  
1194; LAITUE lollo blonde Sud-Est (le kg) ;  ;  ;  ;  ;  ;  ; 0.25; 0.20; 0.20; 0.20;  ;  
1195; LAITUE lollo rouge Sud-Est (le kg) ;  ;  ;  ;  ;  ; 0.25; 0.25; 0.20; 0.20; 0.20;  ;  
1196; LAITUE pommée Sud-Est (la pièce) ;  ;  ;  ;  ;  ; 0.36; 0.32; 0.40; 0.40; 0.43; 0.50;  
1197; LAITUE Rougette Sud-Est (la pièce) ;  ;  ;  ;  ;  ; 0.40; 0.35; 0.38;  ;  ;  ;  
1198; LAITUE Batavia blonde Sud-Ouest de plein champ colis de 12 (les 12 pièces) ;  ; 5.00;  ; 6.00; 6.00; 6.00; 6.00;  ;  ;  ;  ; 6.00
1199; LAITUE Batavia blonde Sud-Ouest sous-abri cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ;  ; 6.00; 6.00; 6.00; 6.00; 6.00; 6.00
1200; LAITUE Feuille de chêne blonde Sud-Ouest de plein champ colis de 12 (les 12 pièces) ;  ; 5.00;  ; 6.00; 6.00; 6.00; 6.00;  ;  ;  ;  ; 6.00
1201; LAITUE Feuille de chêne blonde Sud-Ouest sous-abri cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ;  ; 6.00; 6.00; 6.00; 6.00; 6.00; 6.00
1202; LAITUE Feuille de chêne rouge Sud-Ouest de plein champ colis de 12 (les 12 pièces) ;  ; 5.00;  ; 6.00; 6.00; 6.00; 6.00;  ;  ;  ;  ; 6.00
1203; LAITUE Feuille de chêne rouge Sud-Ouest sous-abri cat.I colis de 12 (les 12 pièces) ;  ;  ;  ;  ;  ;  ; 6.00; 6.00; 6.00; 6.00; 6.00; 6.00
1204; LAITUE pommée Sud-Ouest de plein champ colis de 12 (les 12 pièces) ;  ; 5.00;  ; 6.00; 6.00; 6.00; 6.00;  ;  ;  ;  ; 6.00
